time,high_BTC,low_BTC,open_BTC,volumefrom_BTC,volumeto_BTC,close_BTC,conversionType_BTC,conversionSymbol_BTC,high_ETH,low_ETH,open_ETH,volumefrom_ETH,volumeto_ETH,close_ETH,conversionType_ETH,conversionSymbol_ETH
2024-02-19,52487.6,51691.25,52139.33,18980.36,989270690.85,51781.22,direct,,2984.2,2857.64,2881.4,326638.19,953161117.46,2945.0,direct,
2024-02-20,52985.95,50766.77,51781.22,39504.32,2050493239.79,52269.59,direct,,3032.5,2874.59,2945.0,436622.68,1285168708.83,3015.27,direct,
2024-02-21,52375.42,50633.49,52269.59,32665.42,1676374071.14,51854.36,direct,,3017.25,2869.15,3015.27,416859.98,1221365901.95,2968.67,direct,
2024-02-22,52056.01,50914.97,51854.36,30501.44,1573393306.75,51263.67,direct,,3035.27,2906.44,2968.67,398857.68,1186610554.8,2969.67,direct,
2024-02-23,51509.58,50523.07,51263.67,26365.93,1345274652.99,50744.07,direct,,2991.73,2906.28,2969.67,269457.9,792750968.62,2922.1,direct,
2024-02-24,51687.88,50583.66,50744.07,10707.22,548313000.54,51574.61,direct,,3005.45,2906.62,2922.1,145003.03,429496146.2,2992.35,direct,
2024-02-25,51957.87,51288.57,51574.61,12394.68,640224439.02,51727.63,direct,,3119.66,2983.68,2992.35,265770.75,812148194.41,3112.81,direct,
2024-02-26,54939.87,50920.53,51727.63,47961.27,2550669499.35,54518.58,direct,,3197.66,3037.24,3112.81,375179.84,1171482366.27,3178.24,direct,
2024-02-27,57612.94,54483.19,54518.58,62683.92,3546751167.69,57071.6,direct,,3288.82,3167.46,3178.24,373964.99,1211227367.65,3243.69,direct,
2024-02-28,64086.08,56726.31,57071.6,102181.72,6171823618.31,62507.1,direct,,3490.66,3194.42,3243.69,513048.44,1707770843.75,3386.34,direct,
2024-02-29,63652.76,60370.98,62507.1,84709.08,5259277822.5,61179.58,direct,,3520.76,3303.6,3386.34,399274.29,1367994605.43,3342.24,direct,
2024-03-01,63226.77,60795.21,61179.58,52747.33,3267402863.37,62431.25,direct,,3453.77,3340.92,3342.24,241624.87,823506213.17,3435.9,direct,
2024-03-02,62479.07,61631.05,62431.25,20264.53,1257238241.46,62038.39,direct,,3461.78,3398.38,3435.9,153210.01,524944019.98,3423.65,direct,
2024-03-03,63254.84,61392.4,62038.39,20301.48,1265273119.48,63149.43,direct,,3493.25,3365.52,3423.65,174122.89,598632307.05,3489.57,direct,
2024-03-04,68562.03,62363.97,63149.43,79177.16,5220774005.79,68338.64,direct,,3643.81,3436.14,3489.57,379175.59,1340904406.6,3631.85,direct,
2024-03-05,69244.55,59268.68,68338.64,126873.13,8263897912.84,63804.11,direct,,3826.7,3207.51,3631.85,732190.67,2637640132.83,3557.93,direct,
2024-03-06,67645.97,62851.27,63804.11,68031.77,4498440968.53,66115.57,direct,,3902.17,3502.64,3557.93,489295.58,1849427331.22,3821.19,direct,
2024-03-07,68065.89,65610.94,66115.57,41800.64,2804368120.13,66928.15,direct,,3939.52,3737.47,3821.19,295685.4,1132011899.65,3874.46,direct,
2024-03-08,70151.23,66173.73,66928.15,59361.92,4046244830.74,68269.39,direct,,4000.14,3828.33,3874.46,359382.61,1412263227.04,3891.97,direct,
2024-03-09,68663.92,68026.81,68269.39,16947.1,1158711168.05,68446.32,direct,,3950.61,3880.22,3891.97,138310.17,541613113.28,3913.28,direct,
2024-03-10,69976.84,68218.19,68446.32,27686.99,1919585405.6,69023.53,direct,,3971.32,3799.55,3913.28,190112.26,743460686.12,3881.86,direct,
2024-03-11,72872.77,67170.42,69023.53,62709.74,4476609937.75,72095.86,direct,,4091.01,3752.31,3881.86,374497.81,1493590506.66,4065.75,direct,
2024-03-12,72996.99,68636.43,72095.86,58546.01,4173072731.62,71449.5,direct,,4092.73,3832.09,4065.75,383635.95,1526774188.85,3979.43,direct,
2024-03-13,73672.14,71329.7,71449.5,41314.41,3008299520.61,73118.09,direct,,4083.88,3934.38,3979.43,286962.91,1150784389.88,4007.46,direct,
2024-03-14,73802.64,68493.91,73118.09,60699.01,4325873413.25,71366.96,direct,,4012.91,3719.25,4007.46,376891.87,1466371721.53,3880.8,direct,
2024-03-15,72394.97,65579.78,71366.96,73358.94,5016358153.02,69497.39,direct,,3931.65,3567.56,3880.8,487205.54,1806124095.18,3742.44,direct,
2024-03-16,70043.23,64783.87,69497.39,33956.52,2295869354.32,65260.55,direct,,3780.95,3467.22,3742.44,287100.39,1048207664.08,3520.08,direct,
2024-03-17,68873.88,64529.3,65260.55,29362.49,1962751757.05,68364.45,direct,,3676.55,3411.95,3520.08,273465.18,975546606.2,3641.61,direct,
2024-03-18,68925.18,66584.49,68364.45,38542.52,2602930945.01,67609.44,direct,,3642.66,3454.26,3641.61,301558.82,1071170431.07,3520.31,direct,
2024-03-19,68116.53,61529.15,67609.44,75848.91,4863914201.82,61924.02,direct,,3547.15,3149.03,3520.31,587955.64,1943259863.05,3158.44,direct,
2024-03-20,68139.33,60782.8,61924.02,69671.19,4466872469.25,67857.3,direct,,3535.92,3057.97,3158.44,658543.95,2169017019.63,3516.66,direct,
2024-03-21,68229.38,64548.09,67857.3,38234.75,2542747734.72,65493.22,direct,,3586.77,3411.44,3516.66,401675.9,1410320174.21,3492.08,direct,
2024-03-22,66643.64,62321.3,65493.22,37343.35,2395884490.04,63816.99,direct,,3542.29,3250.83,3492.08,405182.37,1374192771.15,3337.08,direct,
2024-03-23,66005.71,63025.99,63816.99,19360.47,1250716141.79,64004.42,direct,,3435.43,3271.78,3337.08,251602.31,846213410.27,3330.49,direct,
2024-03-24,67623.78,63802.82,64004.42,19120.87,1253420264.9,67208.33,direct,,3470.85,3300.55,3330.49,207564.45,700715597.16,3454.45,direct,
2024-03-25,71202.65,66400.46,67208.33,46100.6,3184570068.52,69892.26,direct,,3659.32,3420.9,3454.45,347674.26,1232616949.46,3590.96,direct,
2024-03-26,71558.85,69294.69,69892.26,32990.33,2319265484.04,69990.22,direct,,3680.41,3544.7,3590.96,302556.21,1092361093.56,3587.6,direct,
2024-03-27,71762.06,68384.71,69990.22,40450.72,2817965870.72,69434.46,direct,,3665.39,3459.06,3587.6,330442.76,1173800981.61,3499.77,direct,
2024-03-28,71593.93,68864.89,69434.46,31346.01,2214217706.88,70789.57,direct,,3611.7,3462.9,3499.77,279078.37,991858231.33,3561.1,direct,
2024-03-29,70925.04,69059.03,70789.57,17382.89,1216001428.98,69903.72,direct,,3584.55,3474.1,3561.1,201382.16,710475049.61,3511.49,direct,
2024-03-30,70356.07,69586.01,69903.72,7371.14,515940317.66,69629.99,direct,,3567.15,3488.56,3511.49,153144.16,538809534.91,3507.56,direct,
2024-03-31,71389.78,69601.39,69629.99,10567.65,745658086.55,71312.91,direct,,3654.87,3506.31,3507.56,157210.73,566598172.38,3645.98,direct,
2024-04-01,71325.61,68074.92,71312.91,28892.19,2005923775.26,69686.37,direct,,3646.35,3414.46,3645.98,266251.45,934917050.13,3505.52,direct,
2024-04-02,69703.1,64571.71,69686.37,48905.67,3234216304.99,65466.81,direct,,3507.54,3213.09,3505.52,406551.0,1350633378.51,3279.4,direct,
2024-04-03,66925.93,64514.87,65466.81,27792.87,1835055534.78,65986.11,direct,,3368.57,3203.99,3279.4,301025.74,997504814.36,3312.24,direct,
2024-04-04,69343.32,65081.42,65986.11,36673.5,2475521298.64,68523.79,direct,,3444.82,3252.11,3312.24,306389.28,1024032112.02,3329.17,direct,
2024-04-05,68772.34,65994.65,68523.79,32904.8,2219856764.99,67860.53,direct,,3348.68,3211.37,3329.17,301242.62,991902873.76,3319.12,direct,
2024-04-06,69672.09,67483.82,67860.53,11314.76,772361130.33,68913.79,direct,,3398.56,3308.84,3319.12,151035.71,504501846.56,3352.4,direct,
2024-04-07,70303.08,68877.35,68913.79,13691.75,951477284.85,69357.32,direct,,3459.61,3345.47,3352.4,153705.66,522076832.37,3453.85,direct,
2024-04-08,72750.51,69064.41,69357.32,36459.33,2607488940.79,71629.36,direct,,3728.57,3407.31,3453.85,348354.17,1257790924.33,3694.7,direct,
2024-04-09,71748.92,68213.24,71629.36,34538.71,2411758700.3,69129.48,direct,,3726.03,3452.88,3694.7,330003.13,1184278583.93,3504.83,direct,
2024-04-10,71150.5,67480.7,69129.48,37142.44,2563902180.98,70628.54,direct,,3562.32,3413.05,3504.83,287616.46,1006631402.92,3545.56,direct,
2024-04-11,71297.81,69558.05,70628.54,24988.45,1758820969.32,70026.43,direct,,3617.34,3473.65,3545.56,225366.27,796534108.67,3503.21,direct,
2024-04-12,71246.69,65257.57,70026.43,49331.17,3367653179.18,67158.3,direct,,3552.91,3095.49,3503.21,415871.51,1387659435.48,3239.12,direct,
2024-04-13,68422.6,61079.47,67158.3,56915.71,3689543158.77,64021.36,direct,,3301.9,2832.33,3239.12,617652.5,1908312548.54,3011.51,direct,
2024-04-14,65874.88,62229.8,64021.36,40968.04,2627998512.52,65765.64,direct,,3175.48,2911.99,3011.51,480594.13,1464413624.74,3158.26,direct,
2024-04-15,66902.94,62328.07,65765.64,40978.19,2658417494.41,63447.27,direct,,3280.66,3025.93,3158.26,393938.85,1244925295.21,3103.0,direct,
2024-04-16,64385.46,61667.72,63447.27,35542.55,2234500815.41,63824.7,direct,,3128.0,2991.76,3103.0,359785.72,1102919090.86,3085.42,direct,
2024-04-17,64503.77,59682.79,63824.7,41504.19,2562816108.8,61283.74,direct,,3123.61,2914.87,3085.42,323995.26,978463368.36,2985.12,direct,
2024-04-18,64181.25,60829.27,61283.74,31452.84,1972785716.37,63511.2,direct,,3095.76,2953.19,2985.12,288067.39,873530402.2,3065.69,direct,
2024-04-19,65491.94,59607.49,63511.2,46058.39,2923364930.21,63848.26,direct,,3128.53,2866.07,3065.69,342783.81,1045944600.77,3057.95,direct,
2024-04-20,65453.07,63140.68,63848.26,13464.03,866105478.99,64979.21,direct,,3172.03,3020.15,3057.95,167131.32,516137769.98,3157.04,direct,
2024-04-21,65724.22,64271.77,64979.21,13150.64,854324202.42,64955.82,direct,,3198.43,3117.72,3157.04,148983.34,470671773.32,3148.11,direct,
2024-04-22,67257.68,64536.42,64955.82,22839.75,1510230897.53,66854.24,direct,,3237.49,3130.02,3148.11,209637.54,669498961.12,3201.55,direct,
2024-04-23,67211.15,65835.93,66854.24,17575.6,1169300050.32,66415.06,direct,,3265.06,3153.66,3201.55,213483.88,685076398.96,3219.78,direct,
2024-04-24,67067.52,63556.97,66415.06,28785.93,1878460968.73,64263.95,direct,,3293.6,3103.6,3219.78,269991.9,864542926.86,3139.1,direct,
2024-04-25,65279.7,62759.65,64263.95,26730.52,1713069016.97,64488.49,direct,,3191.65,3072.07,3139.1,281066.14,882134092.22,3155.47,direct,
2024-04-26,64795.15,63307.56,64488.49,19914.4,1275865834.83,63750.63,direct,,3166.44,3101.66,3155.47,219855.93,689663958.95,3130.07,direct,
2024-04-27,63904.85,62408.97,63750.63,12684.85,799665556.56,63434.44,direct,,3281.58,3068.25,3130.07,203602.38,643382820.24,3253.23,direct,
2024-04-28,64335.08,62769.01,63434.44,10104.62,642628554.25,63111.34,direct,,3356.14,3247.4,3253.23,205463.5,678357043.13,3262.43,direct,
2024-04-29,64192.54,61768.51,63111.34,21849.86,1370557060.16,63847.54,direct,,3286.13,3115.53,3262.43,267685.05,852862297.95,3215.73,direct,
2024-04-30,64721.13,59097.29,63847.54,41212.82,2518380270.05,60633.97,direct,,3249.56,2916.96,3215.73,361691.81,1098924247.19,3011.46,direct,
2024-05-01,60788.52,56516.09,60633.97,52053.76,3014503800.73,58277.44,direct,,3020.24,2814.92,3011.46,435377.76,1273126182.34,2968.82,direct,
2024-05-02,59628.08,56936.28,58277.44,29471.89,1724718703.27,59083.85,direct,,3016.2,2891.41,2968.82,272328.54,807841703.83,2986.41,direct,
2024-05-03,63355.83,58835.76,59083.85,35180.41,2147038663.01,62917.45,direct,,3128.05,2958.91,2986.41,277060.08,840705738.28,3103.77,direct,
2024-05-04,64539.14,62587.84,62917.45,16206.9,1029192793.92,63904.51,direct,,3168.22,3094.62,3103.77,147176.47,459744729.64,3117.52,direct,
2024-05-05,64634.43,62923.47,63904.51,12595.62,803966989.59,64037.5,direct,,3171.62,3074.21,3117.52,152383.35,476413151.08,3137.09,direct,
2024-05-06,65517.33,62715.9,64037.5,24082.55,1537928462.74,63168.44,direct,,3221.37,3046.59,3137.09,237439.94,741977976.88,3063.19,direct,
2024-05-07,64403.15,62274.09,63168.44,20907.17,1326416673.48,62323.36,direct,,3129.75,3000.11,3063.19,221350.09,679034472.49,3005.91,direct,
2024-05-08,63004.6,60867.52,62323.36,18593.4,1155791451.43,61179.81,direct,,3037.87,2937.08,3005.91,241568.02,724279038.67,2973.31,direct,
2024-05-09,63429.98,60623.94,61179.81,18440.55,1140626858.17,63077.18,direct,,3058.63,2949.86,2973.31,211428.59,633874345.6,3035.93,direct,
2024-05-10,63469.13,60181.24,63077.18,25390.35,1565941805.66,60790.82,direct,,3053.17,2878.86,3035.93,258568.64,765131256.66,2909.58,direct,
2024-05-11,61489.54,60474.73,60790.82,8298.11,505608099.69,60823.19,direct,,2944.04,2886.48,2909.58,125899.86,367160920.04,2911.82,direct,
2024-05-12,61838.51,60600.9,60823.19,8214.5,502848342.69,61459.22,direct,,2954.09,2900.58,2911.82,111406.04,325974911.48,2927.97,direct,
2024-05-13,63445.72,60758.38,61459.22,21250.01,1327733464.12,62932.29,direct,,2994.62,2864.31,2927.97,261787.73,769541695.03,2950.16,direct,
2024-05-14,63097.07,61094.77,62932.29,26392.04,1636519845.72,61548.48,direct,,2960.08,2859.65,2950.16,249247.21,724637752.4,2880.64,direct,
2024-05-15,66467.29,61325.48,61548.48,40708.36,2625073579.59,66245.16,direct,,3041.55,2862.97,2880.64,250539.77,740315343.71,3033.46,direct,
2024-05-16,66760.54,64600.05,66245.16,24275.96,1596664354.59,65250.53,direct,,3041.6,2924.04,3033.46,221619.51,660576487.83,2945.17,direct,
2024-05-17,67489.24,65120.39,65250.53,23340.48,1552274385.82,67051.35,direct,,3121.45,2933.76,2945.17,237502.45,724015765.69,3093.44,direct,
2024-05-18,67397.7,66633.01,67051.35,8752.24,586174043.35,66927.56,direct,,3147.62,3085.46,3093.44,131838.78,410558780.4,3123.72,direct,
2024-05-19,67696.21,65878.18,66927.56,9725.64,650338446.5,66268.25,direct,,3137.07,3054.06,3123.72,139746.96,431923921.13,3070.68,direct,
2024-05-20,71546.4,66071.74,66268.25,38260.49,2624709812.32,71430.23,direct,,3694.25,3048.64,3070.68,613409.29,2059788024.65,3661.58,direct,
2024-05-21,71964.79,69158.99,71430.23,30747.6,2169803609.99,70141.17,direct,,3838.22,3626.39,3661.58,610857.21,2282068734.66,3789.36,direct,
2024-05-22,70643.89,68952.24,70141.17,22981.44,1603267534.2,69123.56,direct,,3812.19,3653.74,3789.36,379891.06,1420963880.22,3736.33,direct,
2024-05-23,70037.76,66370.0,69123.56,28168.79,1922285401.83,67946.35,direct,,3945.85,3545.21,3736.33,669270.47,2537742098.36,3781.61,direct,
2024-05-24,69264.17,66613.35,67946.35,18239.62,1242012319.42,68548.33,direct,,3827.36,3628.42,3781.61,288764.04,1074712165.87,3727.14,direct,
2024-05-25,69599.81,68498.87,68548.33,5972.0,412212332.66,69288.95,direct,,3777.86,3708.25,3727.14,99783.57,373668589.73,3749.23,direct,
2024-05-26,69511.53,68156.05,69288.95,5502.87,379159635.92,68488.29,direct,,3882.33,3731.48,3749.23,161510.02,616285834.19,3824.34,direct,
2024-05-27,70613.89,68227.32,68488.29,13110.64,909946343.46,69386.83,direct,,3973.81,3821.86,3824.34,205569.41,804496436.45,3891.26,direct,
2024-05-28,69533.54,67206.37,69386.83,22223.83,1514489243.92,68330.84,direct,,3926.23,3769.74,3891.26,233210.02,898526969.71,3840.39,direct,
2024-05-29,68858.38,67099.33,68330.84,16353.37,1108570253.28,67576.81,direct,,3883.1,3740.97,3840.39,230073.49,873454576.08,3762.22,direct,
2024-05-30,69520.94,67107.22,67576.81,20828.64,1424914242.82,68346.19,direct,,3823.86,3700.91,3762.22,207732.71,781849408.11,3746.97,direct,
2024-05-31,69012.82,66605.09,68346.19,19922.04,1349659294.8,67482.25,direct,,3844.09,3720.98,3746.97,225857.18,851837584.52,3758.65,direct,
2024-06-01,67831.31,67383.55,67482.25,4400.74,297719480.73,67721.6,direct,,3829.62,3748.85,3758.65,97005.74,367756459.88,3812.81,direct,
2024-06-02,68409.58,67279.96,67721.6,6731.43,456585602.02,67738.74,direct,,3834.79,3750.64,3812.81,123116.68,466824951.42,3779.06,direct,
2024-06-03,70283.97,67584.62,67738.74,22783.46,1575608100.17,68799.6,direct,,3849.89,3758.03,3779.06,171897.5,653009594.07,3766.32,direct,
2024-06-04,71090.99,68553.54,68799.6,29746.55,2084571763.56,70548.51,direct,,3832.27,3731.38,3766.32,161833.45,612657331.91,3810.73,direct,
2024-06-05,71782.2,70371.34,70548.51,21737.62,1545204312.75,71117.68,direct,,3887.65,3778.47,3810.73,170665.85,652385687.52,3866.46,direct,
2024-06-06,71642.27,70113.83,71117.68,16078.4,1141567996.37,70772.35,direct,,3878.9,3758.9,3866.46,140945.2,540297339.89,3812.05,direct,
2024-06-07,71943.4,68439.15,70772.35,28318.21,1992355199.22,69330.51,direct,,3839.68,3584.45,3812.05,249976.03,935183066.83,3676.79,direct,
2024-06-08,69547.91,69152.66,69330.51,5753.02,399100009.36,69303.58,direct,,3707.87,3660.99,3676.79,80031.59,294854677.9,3680.84,direct,
2024-06-09,69837.26,69131.01,69303.58,5137.66,357128157.69,69639.42,direct,,3721.77,3666.37,3680.84,64608.0,238542651.45,3706.0,direct,
2024-06-10,70172.0,69166.61,69639.42,12116.49,843477987.58,69505.57,direct,,3712.47,3643.95,3706.0,115082.08,423204164.35,3665.99,direct,
2024-06-11,69550.65,66054.78,69505.57,31800.9,2141818771.53,67319.41,direct,,3671.15,3420.98,3665.99,327115.24,1153310772.38,3497.32,direct,
2024-06-12,70021.47,66896.79,67319.41,31159.85,2139401386.85,68247.0,direct,,3656.3,3462.28,3497.32,236419.7,843561060.98,3559.25,direct,
2024-06-13,68428.43,66224.61,68247.0,23051.5,1550737143.4,66742.54,direct,,3560.44,3426.66,3559.25,244679.96,853785190.92,3467.79,direct,
2024-06-14,67317.79,65026.62,66742.54,24684.72,1633598669.38,66006.13,direct,,3529.49,3360.4,3467.79,263322.79,910398097.21,3479.74,direct,
2024-06-15,66419.48,65832.26,66006.13,6139.62,406250537.71,66188.81,direct,,3591.34,3471.43,3479.74,160975.62,569541552.37,3566.61,direct,
2024-06-16,66916.83,66012.05,66188.81,6512.06,433017008.55,66631.59,direct,,3650.47,3539.39,3566.61,123587.85,443668310.23,3622.37,direct,
2024-06-17,67264.71,65062.53,66631.59,28974.78,1917243316.16,66481.73,direct,,3636.6,3464.1,3622.37,293898.69,1040317235.48,3510.08,direct,
2024-06-18,66570.67,64033.69,66481.73,35263.17,2293594296.72,65158.02,direct,,3515.3,3360.4,3510.08,360756.73,1235708665.8,3482.27,direct,
2024-06-19,65708.56,64656.84,65158.02,13478.88,878187235.08,64950.82,direct,,3585.45,3464.99,3482.27,277087.04,981355099.29,3558.97,direct,
2024-06-20,66462.52,64527.9,64950.82,22559.77,1473091625.51,64847.89,direct,,3624.03,3484.24,3558.97,285337.3,1013417559.96,3510.94,direct,
2024-06-21,65018.39,63350.87,64847.89,22310.94,1427909531.59,64119.34,direct,,3545.62,3445.09,3510.94,285086.02,997489348.48,3517.28,direct,
2024-06-22,64500.0,63924.68,64119.34,5570.5,358155105.44,64250.18,direct,,3520.1,3474.17,3517.28,92237.39,322568484.7,3494.25,direct,
2024-06-23,64504.84,63154.88,64250.18,6504.7,416250575.81,63181.02,direct,,3519.63,3405.61,3494.25,128959.72,447200216.36,3418.62,direct,
2024-06-24,63335.53,58443.98,63181.02,48177.24,2938115761.51,60270.95,direct,,3432.39,3238.76,3418.62,432111.09,1436399345.37,3350.54,direct,
2024-06-25,62385.37,60232.04,60270.95,31697.13,1946492862.08,61796.56,direct,,3429.63,3335.17,3350.54,268888.0,910221643.15,3393.91,direct,
2024-06-26,62471.55,60684.69,61796.56,23423.63,1436803387.64,60824.43,direct,,3424.88,3324.89,3393.91,233222.44,787394906.99,3369.46,direct,
2024-06-27,62341.3,60562.27,60824.43,22562.67,1385461549.94,61630.1,direct,,3473.86,3360.17,3369.46,202794.81,694115777.85,3445.8,direct,
2024-06-28,62168.03,59907.92,61630.1,24288.31,1481619028.88,60324.3,direct,,3484.29,3361.15,3445.8,237892.69,813695887.0,3373.8,direct,
2024-06-29,61129.31,60294.22,60324.3,9214.26,560710968.57,60905.3,direct,,3402.58,3367.02,3373.8,73783.39,249697553.04,3373.52,direct,
2024-06-30,62949.76,60637.5,60905.3,12626.61,778765578.43,62685.88,direct,,3454.57,3348.22,3373.52,113753.11,386215815.53,3432.82,direct,
2024-07-01,63800.98,62462.2,62685.88,25708.72,1623104957.15,62841.27,direct,,3519.01,3421.6,3432.82,194043.88,673689774.3,3438.83,direct,
2024-07-02,63219.74,61453.08,62841.27,20510.77,1278702453.96,62044.48,direct,,3460.32,3397.31,3438.83,133508.19,457927979.27,3416.41,direct,
2024-07-03,62198.73,59373.07,62044.48,27365.92,1653064013.62,60157.2,direct,,3427.05,3248.43,3416.41,252160.2,836070409.6,3292.16,direct,
2024-07-04,60428.43,56728.63,60157.2,40351.82,2342236881.51,57041.11,direct,,3309.66,3050.24,3292.16,331942.98,1049223019.3,3058.81,direct,
2024-07-05,57494.97,53528.09,57041.11,57490.15,3198812323.21,56646.24,direct,,3107.89,2813.4,3058.81,590544.78,1738218188.02,2982.07,direct,
2024-07-06,58495.08,56035.03,56646.24,18766.95,1072779742.28,58255.65,direct,,3081.82,2956.02,2982.07,186751.41,563019491.33,3067.54,direct,
2024-07-07,58452.39,55734.13,58255.65,18402.28,1053256457.42,55866.6,direct,,3073.37,2922.6,3067.54,194303.14,581743502.23,2931.2,direct,
2024-07-08,58166.93,54305.08,55866.6,43439.51,2441024283.07,56709.76,direct,,3095.59,2823.46,2931.2,446084.06,1324818646.47,3018.49,direct,
2024-07-09,58289.53,56296.1,56709.76,29452.6,1692558128.7,58047.2,direct,,3113.28,3003.39,3018.49,270137.34,827566369.94,3066.44,direct,
2024-07-10,59463.57,57165.19,58047.2,28064.27,1631984559.89,57725.78,direct,,3151.0,3024.32,3066.44,266996.85,827331929.61,3100.44,direct,
2024-07-11,59494.11,57072.63,57725.78,29764.17,1729366992.27,57348.75,direct,,3216.8,3055.15,3100.44,306401.14,959215308.08,3099.49,direct,
2024-07-12,58543.78,56554.34,57348.75,27242.71,1567843358.24,57913.68,direct,,3158.27,3045.45,3099.49,263282.49,816437009.68,3134.62,direct,
2024-07-13,59866.89,57784.15,57913.68,13963.3,819172857.7,59231.06,direct,,3203.26,3114.5,3134.62,143528.6,452734839.69,3176.67,direct,
2024-07-14,61424.95,59222.6,59231.06,20080.87,1207899406.9,60818.77,direct,,3269.15,3164.68,3176.67,179824.84,576393568.87,3246.12,direct,
2024-07-15,64936.75,60688.12,60818.77,43679.34,2752990856.54,64765.55,direct,,3495.92,3234.16,3246.12,372645.85,1256447785.47,3485.5,direct,
2024-07-16,65399.48,62434.72,64765.55,38850.8,2492930912.34,65087.61,direct,,3500.11,3348.6,3485.5,381716.86,1311168548.22,3446.19,direct,
2024-07-17,66131.67,63872.53,65087.61,28170.64,1830962929.69,64096.64,direct,,3518.37,3377.02,3446.19,290332.97,1002846011.47,3387.66,direct,
2024-07-18,65118.55,63235.08,64096.64,21904.27,1405605268.54,63981.43,direct,,3489.81,3367.76,3387.66,294308.06,1008326515.58,3425.94,direct,
2024-07-19,67468.45,63305.25,63981.43,33756.81,2214983951.52,66708.49,direct,,3542.18,3376.46,3425.94,362043.38,1249532745.89,3506.0,direct,
2024-07-20,67626.82,66291.51,66708.49,12566.25,840850489.36,67163.86,direct,,3541.04,3482.21,3506.0,155617.03,545578065.02,3518.85,direct,
2024-07-21,68370.58,65840.58,67163.86,18123.31,1219084237.52,68176.98,direct,,3547.99,3413.6,3518.85,237146.07,829407003.8,3536.46,direct,
2024-07-22,68490.59,66594.51,68176.98,26712.99,1805561349.3,67567.71,direct,,3563.26,3424.39,3536.46,293172.34,1021404115.3,3441.05,direct,
2024-07-23,67774.86,65465.88,67567.71,29465.67,1958486045.34,65939.83,direct,,3541.2,3390.66,3441.05,497692.19,1727769821.29,3483.07,direct,
2024-07-24,67120.99,65112.45,65939.83,21576.01,1426727978.64,65375.53,direct,,3488.34,3305.26,3483.07,374294.59,1276136904.66,3335.15,direct,
2024-07-25,66154.31,63429.11,65375.53,29473.48,1902596712.12,65794.0,direct,,3342.09,3086.98,3335.15,629226.14,1993255125.39,3174.48,direct,
2024-07-26,68157.2,65734.24,65794.0,22869.28,1538684506.3,67458.02,direct,,3285.73,3170.16,3174.48,328525.13,1065650932.29,3253.85,direct,
